"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1900373","positive regulation of purine nucleotide biosynthetic process","9/2445","37/23210",0.0127510067924516,0.0428450915002644,0.0263421134182416,"Myc/Stat3/Ppargc1a/Adora2b/Pid1/P2rx7/Bcl2l1/Vcp/Entpd5",9
"GO:0007264","small GTPase mediated signal transduction","67/2445","485/23210",0.012793550325684,0.0429640546093561,0.0264152545787001,"Adra1a/Rhou/Adrb1/Hmox1/Nrg1/Rab20/Gpsm2/F2rl1/Rock2/Arfgef3/Nrp1/Arhgef15/Rab3c/Rab38/Slit2/Abl2/Rassf1/Rap2a/Pdgfrb/Ednra/Rasgrf2/Rab3a/Arhgef10/Dock4/Dgkz/Rhov/Arrb1/Sipa1/Rasa2/Arap3/Rab33b/Cdon/Spry2/Apoa1/Arf6/Heg1/Rtkn/Baiap2/Arhgdib/Prex2/Dock9/Tiam1/Iqsec1/Uso1/Rab39b/Arhgef17/Bcar3/Rasgrf1/Rab36/Dnajc27/Arhgap18/Itpkb/Fgd2/Spry1/Arhgef25/Rab3d/Ralgps2/Camk2d/Crk/Rasgrp4/Arhgap42/Plce1/Cdh13/Cdc42ep3/Cnksr1/Tnk1/Arhgef38",67
"GO:0097696","STAT cascade","30/2445","187/23210",0.0128290690069675,0.0430593069068212,0.026473817805789,"Ptger4/Bcl3/Ptpn2/Stat3/Socs3/Gfra2/Kit/Ggnbp2/Il15/Cxcl5/Ghr/Tnf/Fgfr3/Stat1/Dot1l/Il6/Parp9/Il7r/Gm13271/Leprot/Il10ra/Pwp1/Ccl5/Lif/Gm13275/Thpo/Ptprc/Socs5/Irf1/Cnot7",30
"GO:0001958","endochondral ossification","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Bmp4/Bmp6/Alpl/Fgf18/Scx/Nab1/Nab2/Mef2c",8
"GO:0008299","isoprenoid biosynthetic process","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Pmvk/Dhrs9/Hmgcs2/Hmgcs1/Hmgcr/Rbp1/Fdft1/Rdh10",8
"GO:0033081","regulation of T cell differentiation in thymus","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Ptpn2/Bmp4/Zeb1/Adam8/Il7r/Il2rg/Adrm1/Ada",8
"GO:0036075","replacement ossification","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Bmp4/Bmp6/Alpl/Fgf18/Scx/Nab1/Nab2/Mef2c",8
"GO:0042749","regulation of circadian sleep/wake cycle","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Ptger4/Il6/Ada/Nr1d1/Adora2a/Per3/Kcna2/Alb",8
"GO:0045920","negative regulation of exocytosis","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Hmox1/Anxa1/Foxf1/Rab33b/Snca/Lgals9/Adra2a/Ccr2",8
"GO:0061036","positive regulation of cartilage development","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Zbtb16/Bmp4/Rela/Bmp6/Fgf18/Wnt5a/Scx/Mustn1",8
"GO:1903393","positive regulation of adherens junction organization","8/2445","31/23210",0.012890730884726,0.043074080213371,0.0264829007626242,"Tek/Nrp1/Sdc4/Kdr/Arf6/Iqsec1/Ppm1f/Thy1",8
"GO:0006278","RNA-dependent DNA biosynthetic process","13/2445","63/23210",0.0130125352977028,0.0433607073209166,0.0266591254714841,"Pml/Prkcq/Hsp90aa1/Smg5/Hsp90ab1/Mapk3/Pot1b/Fbxo4/Ctc1/Cct3/Tcp1/Pot1a/Nat10",13
"GO:0007004","telomere maintenance via telomerase","13/2445","63/23210",0.0130125352977028,0.0433607073209166,0.0266591254714841,"Pml/Prkcq/Hsp90aa1/Smg5/Hsp90ab1/Mapk3/Pot1b/Fbxo4/Ctc1/Cct3/Tcp1/Pot1a/Nat10",13
"GO:0042246","tissue regeneration","13/2445","63/23210",0.0130125352977028,0.0433607073209166,0.0266591254714841,"Anxa1/Cdkn1a/Fzd7/Serpine1/Gja1/Igsf10/Klf5/Wnt10b/Ptgfrn/Bcl9/Akirin1/Mustn1/Large1",13
"GO:0045454","cell redox homeostasis","13/2445","63/23210",0.0130125352977028,0.0433607073209166,0.0266591254714841,"Gclc/Txnrd1/Ddit3/Gsr/Nfe2l2/Txndc2/Prdx1/Txnl1/Il6/Prdx6/Sh3bgrl3/Ero1l/Pdia2",13
"GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","13/2445","63/23210",0.0130125352977028,0.0433607073209166,0.0266591254714841,"Ptger4/Bcl3/Errfi1/Tnfaip3/Arg2/Tlr4/Zc3h12a/Ptpn22/Cx3cl1/Tlr6/Cd274/Sirt1/Cd34",13
"GO:0007266","Rho protein signal transduction","31/2445","195/23210",0.0131010124027721,0.0436313739014293,0.0268255372939994,"Adra1a/Rhou/Adrb1/F2rl1/Rock2/Nrp1/Arhgef15/Abl2/Pdgfrb/Ednra/Rasgrf2/Arhgef10/Rhov/Arrb1/Arap3/Apoa1/Heg1/Rtkn/Baiap2/Arhgdib/Prex2/Tiam1/Arhgef17/Rasgrf1/Fgd2/Arhgef25/Arhgap42/Cdh13/Cdc42ep3/Cnksr1/Arhgef38",31
"GO:0014065","phosphatidylinositol 3-kinase signaling","22/2445","127/23210",0.0131898642841905,0.0439029885300103,0.0269925319975138,"Nrg1/Edn1/F2rl1/Tek/Gata3/Angpt1/Pdgfrb/Slc9a3r2/Tnf/Kdr/Pik3c2b/Egfr/Prex2/Pik3c2a/Pdgfd/Klf4/Ccl5/Hgf/Entpd5/Sirt1/Pik3r2/Selp",22
"GO:0009314","response to radiation","56/2445","395/23210",0.0132536686550666,0.0440909773168552,0.0271081116770296,"Slc7a11/Plk3/Snai2/Myc/Anxa1/Cdkn1a/Bcl3/Atp1a2/Gadd45a/Bhlhe40/Hyal1/Slc1a3/Kit/Gnat1/Pml/Abl2/Fech/Gata3/Per1/Hmgcr/Aen/Jund/Rela/Cry1/Hyal2/Eif2s1/Chek1/Arrb1/Ino80/Mfap4/Mdm2/Rpain/Lrp2/Hoxa1/Rnf4/Usp47/Nabp1/Sfrp2/Egfr/Ercc8/Tank/Sde2/Trp53inp1/Fbxo4/Mbd4/Rad18/Nts/Hif1a/Bcl2l1/Junb/Prkdc/Dcun1d3/Per3/Sod2/Sirt1/Ptprc",56
"GO:0019395","fatty acid oxidation","18/2445","98/23210",0.0133145033085193,0.0442688844810328,0.0272174929511169,"Pdk4/Sesn2/Nr4a3/Abcd2/C1qtnf2/Ppargc1a/Irs2/Ehhadh/Appl2/Hadh/Hacl1/Fabp1/Acat3/Phyh/Slc27a2/Dgat1/Cpt1a/Acat1",18
"GO:2001021","negative regulation of response to DNA damage stimulus","14/2445","70/23210",0.0133699001754226,0.0444285252654298,0.0273156436494002,"Snai2/Ppp1r10/Fancb/Cxcl12/Ackr3/Mdm2/Senp2/Usp47/Cd44/Snai1/Bcl2l1/March7/Sirt1/Cgas",14
"GO:0006360","transcription by RNA polymerase I","11/2445","50/23210",0.0134493570692533,0.0445940665800366,0.0274174221246486,"Atf4/Macroh2a2/Dhx33/Heatr1/Wdr43/Wdr75/Ippk/Pwp1/Ppp1r15a/Taf1a/Rrn3",11
"GO:0045981","positive regulation of nucleotide metabolic process","11/2445","50/23210",0.0134493570692533,0.0445940665800366,0.0274174221246486,"Myc/Stat3/Ppargc1a/Adora2b/Pid1/Nupr1/P2rx7/Pgk1/Bcl2l1/Vcp/Entpd5",11
"GO:0071622","regulation of granulocyte chemotaxis","11/2445","50/23210",0.0134493570692533,0.0445940665800366,0.0274174221246486,"Thbs1/Edn1/Slit2/Ednra/Cmklr1/Akirin1/Mapk3/Cx3cl1/Cxcl17/Ccl5/Cxcr2",11
"GO:1900544","positive regulation of purine nucleotide metabolic process","11/2445","50/23210",0.0134493570692533,0.0445940665800366,0.0274174221246486,"Myc/Stat3/Ppargc1a/Adora2b/Pid1/Nupr1/P2rx7/Pgk1/Bcl2l1/Vcp/Entpd5",11
"GO:0050807","regulation of synapse organization","40/2445","266/23210",0.0134645396739774,0.0446198236552841,0.0274332581463195,"Slc7a11/Adgre5/Lrrn3/Nrg2/Srpx2/Tlr2/Lrp4/Arhgef15/Lrrk2/Efna1/Picalm/Pdlim5/Wnt3a/Tnf/Slitrk6/Epha4/Cttnbp2/Etv5/Dtnbp1/Lrp8/Abhd17b/Nrcam/Myh10/Zmynd8/Snca/Wnt5a/Arf6/Cdkl5/Baiap2/Ptpro/Tiam1/Homer1/Hspa8/Cdk5r1/Il10ra/Arc/Vcp/Lzts3/Numb/Mef2c",40
"GO:0030193","regulation of blood coagulation","15/2445","77/23210",0.01354466900605,0.0447900706633722,0.027537929786387,"Thbs1/Serpine1/Thbd/F2rl1/Tlr4/Nfe2l2/Prkcq/F7/Ceacam1/Vkorc1/Fcer1g/S100a9/Foxa2/Cd34/Selp",15
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","15/2445","77/23210",0.01354466900605,0.0447900706633722,0.027537929786387,"Cdkn1a/Bcl3/Steap3/Pml/Nupr1/Aen/Mdm2/Pdk2/Rpl11/Cd44/March7/Sirt1/Ddit4/Rrp8/Rrn3",15
"GO:0006814","sodium ion transport","33/2445","211/23210",0.013545684381412,0.0447900706633722,0.027537929786387,"Slc38a2/Atp1a2/Slc10a6/Scn3a/Kcnk1/Atp1b1/Tpcn1/Slc5a12/Scn4a/Per1/Slc10a5/Prss8/Ywhah/Scn3b/Slc38a4/Nkain1/Osr1/Scnn1g/Wnk4/Gpd1l/Scn7a/Commd3/Nedd4l/Slc4a7/Cxcl1/Camk2d/Slc20a1/Slc9a9/Slc8a1/Fxyd1/Klhl24/Slc38a11/Asic1",33
"GO:0048839","inner ear development","33/2445","211/23210",0.013545684381412,0.0447900706633722,0.027537929786387,"Hey1/Mapkapk2/Bmp4/Gli2/Nr4a3/Fgfr2/Hey2/Itga8/Cecr2/Zeb1/Cebpd/Tifab/Gata3/Wnt3a/Sdc4/Maf/Slitrk6/Fgfr3/Jag1/Epha4/Ptk7/Hoxa1/Mycl/Ptpn11/Spry2/Atp8b1/Myo6/Wnt5a/Mpv17/Slc4a7/Fat4/Cxcl14/Dvl3",33
"GO:0071453","cellular response to oxygen levels","23/2445","135/23210",0.0138708510359001,0.0458400777232548,0.0281834974370294,"Plk3/Myc/Rock2/Bnip3/Nfe2l2/Nol3/Kcnk2/Bach1/Adam8/Eif4ebp1/Fas/Fabp1/Pgk1/Npepps/Rgcc/Hif1a/Kcnk3/Ddah1/Cpeb2/Sirt1/Cd34/Cybb/Cpeb4",23
"GO:0071322","cellular response to carbohydrate stimulus","25/2445","150/23210",0.0138915843777255,0.0458833999918508,0.0282101329295195,"Icam1/Cacna1d/Mir27a/Rps6ka2/Ppp2ca/Vsnl1/Calcrl/Hmgcr/Ern1/Adcy8/Arrb1/Sox4/Nox4/Pde3b/Lepr/Piwil4/Tiam1/Nr1d1/Stxbp4/Adra2a/Hif1a/Foxa2/Sirt1/Aacs/Cftr",25
"GO:0098773","skin epidermis development","20/2445","113/23210",0.0140279714743958,0.0463084653499255,0.0284714725481429,"Ptgs2/Sox18/Tnfrsf19/Fgfr2/Lrp4/Rela/Prss8/Tnf/Foxq1/Inhba/Fgf7/Wnt10b/Fuz/Apcdd1/Egfr/Wnt5a/Lama5/Snai1/Dnase1l2/Smo",20
"GO:0051100","negative regulation of binding","28/2445","173/23210",0.0141280821544906,0.0466133763189278,0.0286589385809294,"Id1/Hmox1/Myc/Hey1/Sox11/Gtpbp4/Hey2/Lrrk2/Ddit3/Ccm2l/Gzma/Eif2s1/Btaf1/Smim6/Nfib/Tfap4/Senp2/Dtnbp1/Rgma/Mapk3/Mepce/Hfe/Ppp1r2/Dnajb2/Tdg/Smo/Sirt1/Hspa4",28
"GO:0010869","regulation of receptor biosynthetic process","6/2445","20/23210",0.0143249891984141,0.0471596198009059,0.0289947812002911,"Hoxa5/Edn1/Itgav/Nr1d1/Hif1a/Sec24a",6
"GO:0033033","negative regulation of myeloid cell apoptotic process","6/2445","20/23210",0.0143249891984141,0.0471596198009059,0.0289947812002911,"Fcer1g/Clec5a/St6gal1/Ccl5/Itpkb/Cxcr2",6
"GO:0036344","platelet morphogenesis","6/2445","20/23210",0.0143249891984141,0.0471596198009059,0.0289947812002911,"Mfap2/Srf/Ptpn11/Myh9/Mef2c/Wdr1",6
"GO:0072087","renal vesicle development","6/2445","20/23210",0.0143249891984141,0.0471596198009059,0.0289947812002911,"Hey1/Bmp4/Gdnf/Osr1/Lif/Smo",6
"GO:0008654","phospholipid biosynthetic process","26/2445","158/23210",0.0143789582282974,0.0473114109447203,0.0290881057652817,"Pmvk/Sgms2/Hmgcs2/Chka/Pip5k1b/Rab38/Hmgcs1/Lcat/Cds1/Mboat1/Dgkz/Fgf7/Piga/Pigs/Pip5k1a/Samd8/Pik3c2b/Mboat2/Pigq/Pigb/Apoa1/Fgf2/Pik3c2a/Mppe1/Pcyt1a/Fitm2",26
"GO:0043039","tRNA aminoacylation","10/2445","44/23210",0.0144017637772627,0.0473346883733297,0.0291024172451512,"Cars/Tars/Eprs/Yars/Gars/Nars/Iars/Sars/Vars2/Yars2",10
"GO:0043616","keratinocyte proliferation","10/2445","44/23210",0.0144017637772627,0.0473346883733297,0.0291024172451512,"Snai2/Ptch1/Tgm1/Klf9/Efnb2/Fgf7/Stxbp4/Zfp36/Reg3g/Cdh13",10
"GO:0035264","multicellular organism growth","33/2445","212/23210",0.0144680570098946,0.0475044201967839,0.0292067721382686,"Klf2/Sh3pxd2b/Adrb1/Ptch1/Hoxa5/Npy1r/Stat3/Slc25a25/Stk40/Abl2/Ezr/Ghr/Slitrk6/Ar/Adrb3/Fendrr/Ankrd11/Ptpn11/Rbbp6/Gdf15/Ppp1r13l/Rmi1/Heg1/Flvcr1/Htra2/Stc2/Cdk4/Arid5b/Selenom/Plac8/Ctc1/Gamt/Smo",33
"GO:0009749","response to glucose","29/2445","181/23210",0.0144691927917423,0.0475044201967839,0.0292067721382686,"Thbs1/Sesn2/Glp1r/Icam1/Cacna1d/Mir27a/Ppp2ca/Vsnl1/Hmgcr/Irs2/Pfkfb2/Ern1/Adcy8/Arrb1/Sox4/Nox4/Rmi1/Pde3b/Lepr/Piwil4/Tiam1/Nr1d1/Stxbp4/Adra2a/Hif1a/Foxa2/Sirt1/Aacs/Cftr",29
"GO:0033044","regulation of chromosome organization","51/2445","356/23210",0.0145125553200467,0.0476208058429884,0.0292783286173242,"Snai2/Tcf21/Myc/Ppp1r10/H1f0/Arid5a/Gnl3/Axin2/Riok2/Slx1b/Jdp2/Lrrk2/Smg1/Pml/Khdc3/Prkcq/Gata3/Spty2d1/Chek1/Arrb1/Atf7ip/Smg5/Fendrr/Taf7/Rnf4/Mapk3/Pot1b/Snca/Nbn/H1f2/Piwil2/Rps6ka5/Fbxo4/Iws1/Nsd3/Trappc12/Ctc1/Lif/BC004004/Lmna/Cct3/Myb/Mtf2/Sirt1/Tcp1/Prmt6/Pygo2/Pot1a/Nat10/Upf1/Senp6",51
"GO:0034605","cellular response to heat","13/2445","64/23210",0.0147981606371698,0.0484523018033122,0.0297895507929969,"Hmox1/Hspa1a/Hspa9/Ier5/Mapt/Hsp90aa1/Eif2s1/Tcim/Hspa5/Htra2/Hspa8/Vcp/Cd34",13
"GO:0042306","regulation of protein import into nucleus","13/2445","64/23210",0.0147981606371698,0.0484523018033122,0.0297895507929969,"Ptgs2/Bmp4/Tek/Ppp2ca/Prkcq/Angpt1/Hyal2/Nup54/Zc3h12a/Ptpn22/Smo/Gbp4/Pik3r2",13
"GO:0044774","mitotic DNA integrity checkpoint","13/2445","64/23210",0.0147981606371698,0.0484523018033122,0.0297895507929969,"Ppp1r10/Cdkn1a/Pml/Dgkz/Mdm2/Donson/Sox4/Nbn/Mbd4/Ier3/Prkdc/Casp2/Cradd",13
"GO:1903391","regulation of adherens junction organization","13/2445","64/23210",0.0147981606371698,0.0484523018033122,0.0297895507929969,"Acvrl1/Tek/Fam107a/Nrp1/Sdc4/Bmp6/Kdr/Bcas3/Arf6/Epha3/Iqsec1/Ppm1f/Thy1",13
"GO:0007030","Golgi organization","21/2445","121/23210",0.0148940756356712,0.0487133408562332,0.029950043397817,"Plk3/Optn/Gcc2/Lrrk2/Syne1/Nploc4/Pi4k2b/Tjap1/Sec16a/Mapk3/Ubxn2a/Rab33b/Atp8b1/Arhgap21/Bcas3/Atl2/Sec16b/Uso1/Plekhm2/Trappc12/Tmed5",21
"GO:0010906","regulation of glucose metabolic process","21/2445","121/23210",0.0148940756356712,0.0487133408562332,0.029950043397817,"Pdk4/Sesn2/Ptpn2/C1qtnf2/Irs2/Cry1/Pfkfb2/Ppp4r3a/Mir143/Wdr5/Pdk2/Ranbp2/Il6/Lepr/Nr1d1/Cox11/Foxk1/Hif1a/Foxa2/Sirt1/Nr3c1",21
"GO:0007265","Ras protein signal transduction","58/2445","414/23210",0.0149346511622895,0.0488195169444098,0.0300153228139442,"Adra1a/Rhou/Adrb1/Nrg1/Rab20/Gpsm2/F2rl1/Rock2/Arfgef3/Nrp1/Arhgef15/Rab3c/Rab38/Abl2/Rassf1/Rap2a/Pdgfrb/Ednra/Rasgrf2/Rab3a/Arhgef10/Dgkz/Rhov/Arrb1/Rasa2/Arap3/Rab33b/Spry2/Apoa1/Arf6/Heg1/Rtkn/Baiap2/Arhgdib/Prex2/Tiam1/Iqsec1/Rab39b/Arhgef17/Rasgrf1/Rab36/Dnajc27/Itpkb/Fgd2/Spry1/Arhgef25/Rab3d/Ralgps2/Camk2d/Crk/Rasgrp4/Arhgap42/Plce1/Cdh13/Cdc42ep3/Cnksr1/Tnk1/Arhgef38",58
"GO:0042509","regulation of tyrosine phosphorylation of STAT protein","14/2445","71/23210",0.0150846937983447,0.0490840484044675,0.0301779626282037,"Ptger4/Ptpn2/Socs3/Kit/Ggnbp2/Il15/Tnf/Fgfr3/Il6/Parp9/Ccl5/Lif/Irf1/Cnot7",14
"GO:0060675","ureteric bud morphogenesis","14/2445","71/23210",0.0150846937983447,0.0490840484044675,0.0301779626282037,"Tcf21/Ptch1/Myc/Hey1/Bmp4/Tacstd2/Gata3/Gdnf/Cd44/Lama5/Gpc3/Fgf2/Smo/Fat4",14
"GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","14/2445","71/23210",0.0150846937983447,0.0490840484044675,0.0301779626282037,"Prkcg/Pml/Efna1/Ube2g2/Csnk2a2/Epha4/Hsp90ab1/Rpl11/Usp7/Hfe/March7/Senp1/Uchl5/Usp14",14
"GO:0002088","lens development in camera-type eye","16/2445","85/23210",0.0151336012844722,0.0490840484044675,0.0301779626282037,"Epha2/Bmp4/Meis1/Sox11/Fgfr2/Gja1/Gata3/Maf/Slitrk6/Fgfr3/Tmod1/Cdon/Bcar3/Skil/Pygo2/Tgfbr1",16
"GO:0048708","astrocyte differentiation","16/2445","85/23210",0.0151336012844722,0.0490840484044675,0.0301779626282037,"Stat3/Tlr4/Abl2/Mbd1/Fgfr3/Epha4/S100a8/Mapk3/Ptpn11/Egfr/Ldlr/Nr1d1/S100a9/Adora2a/Lif/Smo",16
"GO:1900046","regulation of hemostasis","15/2445","78/23210",0.0151829291536576,0.0490840484044675,0.0301779626282037,"Thbs1/Serpine1/Thbd/F2rl1/Tlr4/Nfe2l2/Prkcq/F7/Ceacam1/Vkorc1/Fcer1g/S100a9/Foxa2/Cd34/Selp",15
"GO:0010762","regulation of fibroblast migration","9/2445","38/23210",0.0151855762533853,0.0490840484044675,0.0301779626282037,"Thbs1/Has1/Rffl/Hyal2/Sdc4/Appl2/Fgf2/Slc8a1/Arhgap4",9
"GO:0042149","cellular response to glucose starvation","9/2445","38/23210",0.0151855762533853,0.0490840484044675,0.0301779626282037,"Atf4/Asns/Sesn2/Slc2a1/Nfe2l2/Zc3h12a/Hspa5/Rrp8/Cpeb4",9
"GO:0043368","positive T cell selection","9/2445","38/23210",0.0151855762533853,0.0490840484044675,0.0301779626282037,"Ptpn2/Stat3/Srf/Il6/Slamf6/Batf/Spn/Itpkb/Ptprc",9
"GO:0046854","phosphatidylinositol phosphorylation","9/2445","38/23210",0.0151855762533853,0.0490840484044675,0.0301779626282037,"Socs3/Smg1/Pik3r3/Pi4k2b/Pik3c2b/Pik3c2a/Socs7/Pik3r2/Socs5",9
"GO:0097300","programmed necrotic cell death","9/2445","38/23210",0.0151855762533853,0.0490840484044675,0.0301779626282037,"Birc3/Ripk1/Tnf/Spata2/Traf2/Fas/Mlkl/Fasl/Alkbh7",9
"GO:1902475","L-alpha-amino acid transmembrane transport","9/2445","38/23210",0.0151855762533853,0.0490840484044675,0.0301779626282037,"Slc7a11/Slc7a5/Slc7a1/Slc1a3/Slc3a2/Tnf/Slc36a2/Slc25a2/Rgs2",9
"GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Noct/Patl1/Dcp1b/Cnot7",4
"GO:0002315","marginal zone B cell differentiation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Bcl3/Tnfaip3/Lfng/Mfng",4
"GO:0003129","heart induction","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Gata5/Bmp4/Wnt3a/Robo2",4
"GO:0003211","cardiac ventricle formation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Sox11/Tbx5/Sox4/Mef2c",4
"GO:0006591","ornithine metabolic process","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Aldh18a1/Arg2/Azin1/Odc1",4
"GO:0031620","regulation of fever generation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Ptgs2/Ednrb/Tnf/Ccl5",4
"GO:0032000","positive regulation of fatty acid beta-oxidation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Abcd2/Irs2/Fabp1/Cpt1a",4
"GO:0032621","interleukin-18 production","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Tlr2/Tnf/Gbp5/Nlrp3",4
"GO:0033131","regulation of glucokinase activity","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Pfkfb2/Ranbp2/Cox11/Foxa2",4
"GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"F2rl1/Ltf/Ptpn22/Wdfy1",4
"GO:0034370","triglyceride-rich lipoprotein particle remodeling","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Gpihbp1/Lcat/Apoa1/Apoa4",4
"GO:0036499","PERK-mediated unfolded protein response","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Atf4/Ptpn2/Ptpn1/Nfe2l2",4
"GO:0043301","negative regulation of leukocyte degranulation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Hmox1/Foxf1/Lgals9/Ccr2",4
"GO:0044793","negative regulation by host of viral process","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Vapa/Zc3h12a/Ltf/Ceacam1",4
"GO:0060513","prostatic bud formation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Bmp4/Gli2/Ar/Wnt5a",4
"GO:0070244","negative regulation of thymocyte apoptotic process","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Bmp4/Efna1/Ada/Hif1a",4
"GO:0070391","response to lipoteichoic acid","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Tlr2/Tlr4/Rela/Cd14",4
"GO:0071223","cellular response to lipoteichoic acid","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Tlr2/Tlr4/Rela/Cd14",4
"GO:0090009","primitive streak formation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Srf/Wnt5a/Ets2/Foxa2",4
"GO:1905245","regulation of aspartic-type peptidase activity","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Rock2/Efna1/Picalm/Epha4",4
"GO:2000389","regulation of neutrophil extravasation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Ptger4/Adam8/Cd99l2/Pawr",4
"GO:2000391","positive regulation of neutrophil extravasation","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Ptger4/Adam8/Cd99l2/Pawr",4
"GO:2000551","regulation of T-helper 2 cell cytokine production","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Rsad2/Gata3/Nlrp3/Il6",4
"GO:2001179","regulation of interleukin-10 secretion","4/2445","10/23210",0.0153091988792266,0.0490840484044675,0.0301779626282037,"Ptger4/Lilra5/Lgals9/Cd274",4
"GO:0022404","molting cycle process","20/2445","114/23210",0.0153775648722929,0.0491768521315756,0.0302350204198786,"Ptgs2/Sox18/Tnfrsf19/Fgfr2/Lrp4/Rela/Prss8/Tnf/Foxq1/Inhba/Fgf7/Wnt10b/Fuz/Apcdd1/Egfr/Wnt5a/Lama5/Snai1/Dnase1l2/Smo",20
"GO:0022405","hair cycle process","20/2445","114/23210",0.0153775648722929,0.0491768521315756,0.0302350204198786,"Ptgs2/Sox18/Tnfrsf19/Fgfr2/Lrp4/Rela/Prss8/Tnf/Foxq1/Inhba/Fgf7/Wnt10b/Fuz/Apcdd1/Egfr/Wnt5a/Lama5/Snai1/Dnase1l2/Smo",20
"GO:0048814","regulation of dendrite morphogenesis","20/2445","114/23210",0.0153775648722929,0.0491768521315756,0.0302350204198786,"Id1/Lrrk2/Efna1/Rap2a/Pdlim5/Ywhah/Syne1/Epha4/Dtnbp1/Lrp8/Cdkl5/Baiap2/Tiam1/Cdk5r1/Arc/Nedd4l/Trpc6/Lzts3/Lzts1/Numb",20
"GO:0032528","microvillus organization","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Ezr/Rap2a/Twf2/Klf5/Ptpn11/Atp8b1/Fscn1",7
"GO:0035809","regulation of urine volume","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Adrb1/Ptger4/Adm/Edn1/Ednrb/Slc4a1/Adora2a",7
"GO:0071549","cellular response to dexamethasone stimulus","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Bmp4/Gdnf/Tfap4/Eif4ebp1/Rps6kb1/Ddit4/Nr3c1",7
"GO:0089718","amino acid import across plasma membrane","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Slc7a11/Slc7a1/Slc1a3/Slc3a2/Tnf/Slc36a2/Rgs2",7
"GO:1903579","negative regulation of ATP metabolic process","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Stat3/Ppargc1a/Pid1/Nupr1/Ier3/Hdac4/Ddit4",7
"GO:1905523","positive regulation of macrophage migration","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Thbs1/Cmklr1/Akirin1/Mapk3/Cx3cl1/Cxcl17/Ccl5",7
"GO:2000050","regulation of non-canonical Wnt signaling pathway","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Rnf213/Abl2/Sfrp2/Wnt5a/Gpc3/Tiam1/Rspo1",7
"GO:2000738","positive regulation of stem cell differentiation","7/2445","26/23210",0.0154960130742563,0.0491768521315756,0.0302350204198786,"Bmp4/Tacstd2/Hoxb4/Tbx5/Mir100/Pwp1/Sema3c",7
